Изображение,Название,Автор,Количество страниц,Издательство,Язык,ISBN-10
"https://images-na.ssl-images-amazon.com/images/I/518KlDL92eL._SX258_BO1,204,203,200_.jpg",Effective Python: 59 Specific Ways to Write Better Python (Effective Software Development Series),Brett Slatkin,Series: Effective Software Development Series,Paperback: 256 pages,"Publisher: Addison-Wesley Professional; 1 edition (March 8, 2015)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51WypjNOT9L._SY344_BO1,204,203,200_.jpg",100 Things Every Designer Needs to Know About People (Voices That Matter),None,Series: Voices That Matter,Paperback: 256 pages,"Publisher: New Riders; 1 edition (April 24, 2011)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51u80Ra18-L._SX379_BO1,204,203,200_.jpg",Spark: The Definitive Guide: Big Data Processing Made Simple,Bill Chambers,Paperback: 606 pages,"Publisher: O'Reilly Media; 1 edition (March 8, 2018)",Language: English,ISBN-10: 1491912219
"https://images-na.ssl-images-amazon.com/images/I/51oszYqOGWL._SX325_BO1,204,203,200_.jpg","Growth Hacker Marketing: A Primer on the Future of PR, Marketing, and Advertising",Ryan Holiday,Paperback: 176 pages,"Publisher: Portfolio; Reprint edition (September 30, 2014)",Language: English,ISBN-10: 1591847389
"https://images-na.ssl-images-amazon.com/images/I/41tK7Fd3CBL._SX397_BO1,204,203,200_.jpg",C++ Concurrency in Action,None,Paperback: 592 pages,"Publisher: Manning Publications; 2 edition (February 10, 2019)",Language: English,ISBN-10: 1617294691
"https://images-na.ssl-images-amazon.com/images/I/51QBweuCnvL._SX258_BO1,204,203,200_.jpg",Excel 2019 For Dummies,Greg Harvey,Series: For Dummies,Paperback: 432 pages,"Publisher: For Dummies; 1 edition (October 23, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/41y31M-zcgL._SX400_BO1,204,203,200_.jpg",JavaScript and JQuery: Interactive Front-End Web Development,Jon Duckett,Paperback: 640 pages,"Publisher: Wiley; 1 edition (June 30, 2014)",Language: English,ISBN-10: 9781118531648
"https://images-na.ssl-images-amazon.com/images/I/51KEqIsBa4L._SY344_BO1,204,203,200_.jpg","The C++ Programming Language, 4th Edition",Bjarne Stroustrup,Paperback: 1376 pages,"Publisher: Addison-Wesley Professional; 4 edition (May 19, 2013)",Language: English,ISBN-10: 0321563840
"https://images-na.ssl-images-amazon.com/images/I/51Cp6XKhvkL._SY344_BO1,204,203,200_.jpg",Project to Product: How to Survive and Thrive in the Age of Digital Disruption with the Flow Framework,Mik Kersten,Paperback: 272 pages,"Publisher: IT Revolution Press; 1 edition (November 20, 2018)",Language: English,ISBN-10: 1942788398
"https://images-na.ssl-images-amazon.com/images/I/51mcwzi2i-L._SX389_BO1,204,203,200_.jpg","RHCSA/RHCE Red Hat Linux Certification Study Guide, Seventh Edition (Exams EX200 & EX300)",Alessandro Orsaria,Paperback: 1072 pages,"Publisher: McGraw-Hill Education; 7 edition (April 8, 2016)",Language: English,ISBN-10: 0071841962
"https://images-na.ssl-images-amazon.com/images/I/51Z0ItO6-iL._SX258_BO1,204,203,200_.jpg","The Everything Learning German Book: Speak, write, and understand basic German in no time",Edward Swick,Series: Everything®,Paperback: 304 pages,"Publisher: Everything; Second edition (November 18, 2009)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51OzUTtlN0L._SX258_BO1,204,203,200_.jpg",Ultimate Guide to Google AdWords: How to Access 100 Million People in 10 Minutes (Ultimate Series),Perry Marshall,Series: Ultimate Series,Paperback: 380 pages,"Publisher: Entrepreneur Press; 5 edition (October 17, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51DAWTeBxcL._SX381_BO1,204,203,200_.jpg",My iPhone for Seniors (5th Edition),Brad Miser,Series: My...,Paperback: 800 pages,"Publisher: Que Publishing; 5 edition (December 6, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51l4zkzRJuL._SX404_BO1,204,203,200_.jpg","Deep Reinforcement Learning Hands-On: Apply modern RL methods, with deep Q-networks, value iteration, policy gradients, TRPO, AlphaGo Zero and more",Maxim Lapan,Paperback: 546 pages,"Publisher: Packt Publishing (June 21, 2018)",Language: English,ISBN-10: 1788834240
"https://images-na.ssl-images-amazon.com/images/I/51DUnIJe2uL._SX258_BO1,204,203,200_.jpg",Introducing MATH! Grade 1 by ArgoPrep: 600+ Practice Questions + Comprehensive Overview of Each Topic + Detailed Video Explanations Included  | 1st Grade Math Workbook,Argo Prep,Paperback: 235 pages,"Publisher: Argo Brothers Inc. (February 13, 2019)",Language: English,ISBN-10: 1946755419
"https://images-na.ssl-images-amazon.com/images/I/515rKa3eX8L._SX258_BO1,204,203,200_.jpg",Agile Project Management For Dummies (For Dummies (Computer/Tech)),Steven J. Ostermiller,Series: For Dummies (Computer/Tech),Paperback: 432 pages,"Publisher: For Dummies; 2 edition (September 5, 2017)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/511NuG0YypL._SX385_BO1,204,203,200_.jpg",INSTANT POT RECIPES FOR BEGINNERS: 550 Quick & Foolproof Instant Pot Recipes for Your Whole Family & Beginners Guide,None,Paperback: 338 pages,"Publisher: Independently published (November 10, 2018)",Language: English,ISBN-10: 1731116896
"https://images-na.ssl-images-amazon.com/images/I/51jXDCrlcNL._SX351_BO1,204,203,200_.jpg","The Globotics Upheaval: Globalization, Robotics, and the Future of Work",Richard Baldwin,Hardcover: 304 pages,"Publisher: Oxford University Press (February 8, 2019)",Language: English,ISBN-10: 0190901764
"https://images-na.ssl-images-amazon.com/images/I/51-GaAtXlHL._SX397_BO1,204,203,200_.jpg",CompTIA Project+ Study Guide: Exam PK0-004,Kim Heldman,Paperback: 336 pages,"Publisher: Sybex; 2 edition (February 13, 2017)",Language: English,ISBN-10: 1119280524
"https://images-na.ssl-images-amazon.com/images/I/41Hit9D1iOL._SX397_BO1,204,203,200_.jpg",Excel VBA Programming For Dummies (For Dummies (Computer/Tech)),John Walkenbach,Series: For Dummies (Computer/Tech),Paperback: 416 pages,"Publisher: For Dummies; 5 edition (November 6, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51qQTSKL2nL._SX258_BO1,204,203,200_.jpg",Head First JavaScript Programming: A Brain-Friendly Guide,Eric Freeman,Series: Head First,Paperback: 704 pages,"Publisher: O'Reilly Media; 1 edition (April 10, 2014)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51648HzTWML._SX407_BO1,204,203,200_.jpg",Discovering Statistics Using IBM SPSS Statistics: North American Edition,None,Paperback: 816 pages,"Publisher: SAGE Publications Ltd; Fifth edition (November 22, 2017)",Language: English,ISBN-10: 1526436566
"https://images-na.ssl-images-amazon.com/images/I/41fDiUZFN0L._SY344_BO1,204,203,200_.jpg",Machine Learning For Absolute Beginners: A Plain English Introduction (Machine Learning For Beginners),None,Series: Machine Learning For Beginners (Book 1),Paperback: 162 pages,"Publisher: Independently published (January 1, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51FpP8LEAdL._SX258_BO1,204,203,200_.jpg",SHRM-CP/SHRM-SCP Certification Bundle (All-In-One),Joanne Simon-Walters,Series: All-In-One,Paperback: 650 pages,"Publisher: McGraw-Hill Education; 1 edition (January 9, 2019)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51fzMpQBIAL._SX258_BO1,204,203,200_.jpg",Instant Pot Mini Cookbook: 300 Easy and Foolproof Instant Pot Mini Recipes for Your 3-Quart Models,None,Paperback: 169 pages,"Publisher: Independently published (October 5, 2018)",Language: English,ISBN-10: 1726839400
"https://images-na.ssl-images-amazon.com/images/I/41GYXduPU5L._SY344_BO1,204,203,200_.jpg",Applied Predictive Modeling,Max Kuhn,Hardcover: 600 pages,"Publisher: Springer; 1st ed. 2013, Corr. 2nd printing 2018 edition (March 30, 2018)",Language: English,ISBN-10: 1461468485
"https://images-na.ssl-images-amazon.com/images/I/41Shl3kYpsL._SY344_BO1,204,203,200_.jpg",Python Tricks: A Buffet of Awesome Python Features,Dan Bader,Paperback: 302 pages,"Publisher: Dan Bader; 1 edition (October 25, 2017)",Language: English,ISBN-10: 1775093301
"https://images-na.ssl-images-amazon.com/images/I/51GA%2Bj2KRSL._SX258_BO1,204,203,200_.jpg","Get Coding!: Learn HTML, CSS & JavaScript & Build a Website, App & Game",None,Age Range: 9 - 12 years,Grade Level: 4 - 7,Lexile Measure: 980L (What's this?),Paperback: 208 pages
"https://images-na.ssl-images-amazon.com/images/I/51Y4GyvHgxL._SX396_BO1,204,203,200_.jpg",macOS Mojave For Dummies (For Dummies (Computer/Tech)),Bob LeVitus,Series: For Dummies (Computer/Tech),Paperback: 528 pages,"Publisher: For Dummies; 2 edition (November 6, 2018)",Language: English
"https://images-na.ssl-images-amazon.com/images/I/51aICwPHi0L._SX258_BO1,204,203,200_.jpg",Effective C++: 55 Specific Ways to Improve Your Programs and Designs (3rd Edition),Scott Meyers,Paperback: 320 pages,"Publisher: Addison-Wesley Professional; 3 edition (May 22, 2005)",Language: English,ISBN-10: 0321334876
"https://images-na.ssl-images-amazon.com/images/I/417zRZFMC7L._SX258_BO1,204,203,200_.jpg","Mastering Aperture, Shutter Speed, ISO and Exposure: How They Interact and Affect Each Other",Al Judge,Paperback: 70 pages,"Publisher: CreateSpace Independent Publishing Platform (January 30, 2013)",Language: English,ISBN-10: 1482314452
"https://images-na.ssl-images-amazon.com/images/I/51xoyu9%2BsQL._SX322_BO1,204,203,200_.jpg",The True Story of Fake News: How Mainstream Media Manipulates Millions,Mark Dice,Paperback: 330 pages,"Publisher: The Resistance Manifesto (November 1, 2017)",Language: English,ISBN-10: 1943591024
